Id,Category
505,6
506,6
507,8
508,10
509,10
510,2
511,6
512,9
513,4
514,4
515,2
516,9
517,9
518,6
519,3
520,5
521,3
522,7
523,1
524,1
525,2
526,9
527,9
528,6
529,0
530,4
531,2
532,4
533,6
534,3
535,10
536,1
537,4
538,8
539,6
540,10
541,1
542,3
543,4
544,9
545,8
546,0
547,5
548,3
549,10
550,9
551,2
552,9
553,2
554,4
555,9
556,2
557,5
558,6
559,2
560,0
561,1
562,5
563,8
564,2
565,4
566,5
567,1
568,8
569,3
570,9
571,5
572,0
573,5
574,0
575,2
576,8
577,4
578,4
579,3
580,1
581,5
582,9
583,9
584,6
585,6
586,2
587,2
588,6
589,5
590,4
591,2
592,4
593,5
594,2
595,9
596,0
597,0
598,4
599,4
600,5
601,10
602,6
603,6
604,3
605,9
606,9
607,4
608,2
609,9
610,4
611,6
612,2
613,3
614,9
615,10
616,3
617,9
618,4
619,4
620,7
621,4
622,4
623,2
624,4
625,3
626,6
627,8
628,5
629,6
630,3
631,0
632,5
633,2
634,9
635,8
636,9
637,8
638,2
639,6
640,10
641,3
642,9
643,9
644,6
645,4
646,7
647,8
648,5
649,3
650,7
651,10
652,8
653,5
654,2
655,5
656,5
657,5
658,8
659,3
660,2
661,6
662,8
663,9
664,9
665,1
666,6
667,5
668,9
669,4
670,7
671,9
672,2
673,4
674,4
675,0
676,3
677,3
678,5
679,1
680,2
681,1
682,2
683,2
684,2
685,0
686,0
687,2
688,10
689,6
690,2
691,9
692,1
693,5
694,4
695,8
696,6
697,8
698,0
699,9
700,9
701,8
702,10
703,9
704,4
705,10
706,8
707,0
708,3
709,9
710,0
711,8
712,6
713,9
714,6
715,2
716,3
717,4
718,4
719,9
720,10
721,6
722,4
723,10
724,9
725,4
726,5
727,3
728,1
729,10
730,8
731,2
732,2
733,5
734,4
735,3
736,3
737,2
738,1
739,7
740,3
741,3
742,3
743,3
744,7
745,4
746,2
747,2
748,6
749,8
750,4
751,2
752,3
753,5
754,10
755,2
756,8
757,10
758,9
759,2
760,2
761,4
762,10
763,2
764,8
765,1
766,4
767,9
768,5
769,10
770,2
771,4
772,5
773,4
774,3
775,4
776,8
777,5
778,5
779,9
780,4
781,3
782,4
783,9
784,0
785,4
786,9
787,5
788,2
789,10
790,4
791,8
792,7
793,9
794,7
795,5
796,9
797,2
798,4
799,2
800,9
801,9
802,1
803,10
804,4
805,3
806,10
807,8
808,10
809,4
810,6
811,9
812,0
813,5
814,4
815,4
816,3
817,2
818,2
819,2
820,8
821,8
822,9
823,10
824,3
825,3
826,9
827,2
828,9
829,0
830,3
831,3
832,10
833,0
834,2
835,6
836,5
837,8
838,2
839,3
840,2
841,10
842,5
843,2
844,8
845,2
846,3
847,4
848,8
849,8
850,4
851,9
852,9
853,3
854,10
855,10
856,10
857,10
858,6
859,2
860,1
861,1
862,9
863,9
864,3
865,9
866,2
867,9
868,8
869,2
870,1
871,2
872,5
873,6
874,9
875,3
876,8
877,10
878,5
879,10
880,5
881,9
882,9
883,6
884,4
885,10
886,0
887,4
888,9
889,4
890,6
891,1
892,5
893,5
894,0
895,2
896,3
897,4
898,4
899,9
900,6
901,10
902,8
903,9
904,5
905,3
906,7
907,5
908,9
909,9
910,10
911,7
912,4
913,2
914,4
915,3
916,4
917,3
918,9
919,5
920,3
921,3
922,8
923,9
924,3
925,2
926,2
927,2
928,4
929,9
930,9
931,2
932,2
933,4
934,9
935,2
936,1
937,2
938,9
939,1
940,9
941,4
942,3
943,10
944,2
945,10
946,7
947,8
948,10
949,2
950,7
951,10
952,9
953,2
954,4
955,7
956,6
957,6
958,2
959,4
960,2
961,8
962,5
963,10
964,5
965,6
966,9
967,5
968,2
969,4
970,10
971,0
972,2
973,8
974,3
975,2
976,2
977,5
978,9
979,4
980,0
981,6
982,4
983,9
984,7
985,1
986,10
987,5
988,8
989,3
990,5
991,7
992,8
993,6
994,2
995,8
996,6
997,2
998,9
999,4
1000,9
1001,2
1002,10
1003,6
1004,9
1005,6
1006,3
1007,5
1008,4
1009,5
1010,2
1011,3
1012,6
1013,5
1014,4
1015,10
1016,4
1017,5
1018,4
1019,9
1020,10
1021,9
1022,5
1023,8
1024,9
1025,5
1026,10
1027,0
1028,8
1029,9
1030,10
1031,4
1032,6
1033,1
1034,8
1035,10
1036,8
1037,4
1038,9
1039,8
1040,9
1041,10
1042,10
1043,2
1044,3
1045,9
1046,1
1047,5
1048,4
1049,9
1050,3
1051,9
1052,9
1053,8
1054,8
1055,9
1056,0
1057,5
1058,3
1059,9
1060,10
1061,10
1062,5
1063,5
1064,2
1065,3
1066,2
1067,10
1068,4
1069,9
1070,6
1071,6
1072,2
1073,9
1074,10
1075,7
1076,6
1077,5
1078,2
1079,3
1080,10
1081,2
1082,6
1083,9
1084,4
1085,3
1086,4
1087,4
1088,2
1089,4
1090,1
1091,10
1092,9
1093,5
1094,5
1095,2
1096,10
1097,2
1098,10
1099,6
1100,9
1101,1
1102,5
1103,4
1104,6
1105,2
1106,9
1107,10
1108,8
1109,9
1110,3
1111,9
1112,2
1113,9
1114,3
1115,3
1116,9
1117,5
1118,4
1119,6
1120,6
1121,9
1122,6
1123,4
1124,1
1125,1
1126,6
1127,1
1128,8
1129,4
1130,2
1131,10
1132,2
1133,3
1134,4
1135,8
1136,9
1137,9
1138,1
1139,0
1140,9
1141,3
1142,9
1143,2
1144,5
1145,8
1146,2
1147,10
1148,3
1149,10
1150,4
1151,5
1152,1
1153,9
1154,2
1155,9
1156,5
1157,5
1158,2
1159,3
1160,9
1161,5
1162,9
1163,9
1164,3
1165,2
1166,2
1167,5
1168,2
1169,5
1170,4
1171,2
1172,7
1173,2
1174,8
1175,4
1176,10
1177,1
1178,4
1179,4
1180,3
1181,6
1182,4
1183,2
1184,2
1185,6
1186,6
1187,4
1188,5
1189,9
1190,7
1191,2
1192,8
1193,2
1194,10
1195,3
1196,4
1197,3
1198,0
1199,9
1200,4
1201,0
1202,2
1203,3
1204,7
1205,2
1206,8
1207,9
1208,2
1209,3
1210,9
1211,0
1212,5
1213,10
1214,2
1215,10
1216,8
1217,10
1218,9
1219,1
1220,10
1221,10
1222,5
1223,1
1224,6
1225,6
1226,8
1227,6
1228,10
1229,9
1230,5
1231,4
1232,10
1233,6
1234,4
1235,8
1236,4
1237,0
1238,9
1239,9
1240,2
1241,2
1242,0
1243,9
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,7
1252,10
1253,9
1254,5
1255,6
1256,4
1257,10
1258,8
1259,1
1260,1
1261,2
1262,2
1263,5
1264,4
1265,9
1266,5
1267,10
1268,8
1269,8
1270,2
1271,2
1272,6
1273,4
1274,2
1275,1
1276,4
1277,10
1278,3
1279,2
1280,1
1281,1
1282,9
1283,5
1284,3
1285,4
1286,8
1287,2
1288,10
1289,8
1290,8
1291,8
1292,2
1293,5
1294,4
1295,5
1296,2
1297,4
1298,9
1299,2
1300,9
1301,2
1302,5
1303,1
1304,0
1305,9
1306,2
1307,9
1308,2
1309,1
1310,3
1311,3
1312,3
1313,4
1314,4
1315,3
1316,6
1317,10
1318,5
1319,10
1320,2
1321,6
1322,3
1323,9
1324,4
1325,2
1326,6
1327,4
1328,4
1329,8
1330,10
1331,9
1332,2
1333,2
1334,5
1335,4
1336,5
1337,8
1338,4
1339,1
1340,2
1341,1
1342,4
1343,8
1344,9
1345,7
1346,4
1347,7
1348,2
1349,8
1350,10
1351,5
1352,1
1353,1
1354,8
1355,0
1356,5
1357,6
1358,2
1359,3
1360,6
1361,4
1362,5
1363,5
1364,10
1365,3
1366,6
1367,2
1368,9
1369,9
1370,8
1371,9
1372,2
1373,2
1374,9
1375,4
1376,10
1377,8
1378,0
1379,8
1380,4
1381,3
1382,8
1383,3
1384,5
1385,4
1386,1
1387,8
1388,9
1389,1
1390,10
1391,5
1392,2
1393,4
1394,1
1395,2
1396,10
1397,10
1398,8
1399,1
1400,8
1401,3
1402,9
1403,2
1404,9
1405,4
1406,3
1407,4
1408,5
1409,2
1410,0
1411,4
1412,6
1413,1
1414,3
1415,2
1416,5
1417,0
1418,2
1419,0
1420,10
1421,6
1422,3
1423,0
1424,10
1425,6
1426,0
1427,0
1428,4
1429,9
1430,9
1431,7
1432,10
1433,5
1434,8
1435,2
1436,5
1437,2
1438,5
1439,5
1440,6
1441,3
1442,9
1443,8
1444,9
1445,9
1446,1
1447,10
1448,6
1449,0
1450,3
1451,4
1452,1
1453,9
1454,3
1455,0
1456,9
1457,4
1458,4
1459,4
1460,2
1461,5
1462,2
1463,5
1464,9
1465,5
1466,1
1467,9
1468,1
1469,2
1470,2
1471,2
1472,5
1473,2
1474,0
1475,6
1476,9
1477,4
1478,5
1479,6
1480,9
1481,4
1482,9
1483,2
1484,2
1485,2
1486,4
1487,3
1488,0
1489,6
1490,2
1491,3
1492,8
1493,3
1494,10
1495,9
1496,9
1497,1
1498,2
1499,10
1500,5
1501,6
1502,8
1503,2
1504,9
1505,4
1506,2
1507,7
1508,8
1509,4
1510,4
1511,10
1512,1
1513,6
1514,5
1515,9
1516,10
1517,5
1518,5
1519,1
1520,2
1521,2
1522,3
1523,6
1524,4
1525,5
1526,2
1527,0
1528,9
1529,4
1530,10
1531,10
1532,8
1533,4
1534,2
1535,1
1536,3
1537,2
1538,2
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,2
1548,3
1549,4
1550,2
1551,8
1552,6
1553,9
1554,5
1555,1
1556,5
1557,2
1558,5
1559,9
1560,0
1561,3
1562,3
1563,4
1564,7
1565,6
1566,9
1567,7
1568,2
1569,2
1570,2
1571,8
1572,10
1573,2
1574,10
1575,4
1576,7
1577,2
1578,2
1579,7
1580,9
1581,4
1582,8
1583,9
1584,8
1585,1
1586,4
1587,6
1588,9
1589,0
1590,8
1591,10
1592,9
1593,8
1594,8
1595,0
1596,10
1597,6
1598,2
1599,10
1600,2
1601,4
1602,4
1603,1
1604,8
1605,8
1606,3
1607,4
1608,7
1609,6
1610,9
1611,0
1612,9
1613,10
1614,6
1615,6
1616,6
1617,2
1618,3
1619,2
1620,4
1621,4
1622,2
1623,3
1624,2
1625,2
1626,9
1627,2
1628,9
1629,1
1630,5
1631,4
1632,5
1633,2
1634,1
1635,3
1636,3
1637,3
1638,5
1639,1
1640,5
1641,4
1642,4
1643,4
1644,2
1645,2
1646,2
1647,10
1648,5
1649,8
1650,7
1651,3
1652,5
1653,3
1654,9
1655,3
1656,1
1657,3
1658,5
1659,4
1660,0
1661,4
1662,1
1663,5
1664,5
1665,6
1666,10
1667,0
1668,4
1669,4
1670,4
1671,9
1672,6
1673,5
1674,9
1675,4
1676,8
1677,6
1678,5
1679,3
1680,3
1681,5
1682,4
1683,3
1684,5
1685,5
1686,8
1687,3
1688,8
1689,10
1690,2
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,2
1698,9
1699,5
1700,4
1701,9
1702,5
1703,4
1704,2
1705,8
1706,7
1707,10
1708,3
1709,6
1710,3
1711,10
1712,5
1713,4
1714,2
1715,9
1716,4
1717,4
1718,9
1719,5
1720,1
1721,6
1722,4
1723,4
1724,1
1725,9
1726,4
1727,10
1728,1
1729,3
1730,5
1731,1
1732,9
1733,2
1734,0
1735,4
1736,2
1737,6
1738,0
1739,8
1740,5
1741,4
1742,9
1743,9
1744,3
1745,0
1746,8
1747,4
1748,9
1749,9
1750,3
1751,4
1752,3
1753,6
1754,3
1755,4
1756,3
1757,7
1758,5
1759,9
1760,2
1761,4
1762,9
1763,6
1764,1
1765,9
1766,3
1767,5
1768,0
1769,8
1770,5
1771,5
1772,3
1773,5
1774,4
1775,8
1776,10
1777,9
1778,2
1779,5
1780,4
1781,8
1782,2
1783,2
1784,9
1785,4
1786,4
1787,8
1788,1
1789,9
1790,8
1791,3
1792,4
1793,3
1794,4
1795,2
1796,5
1797,8
1798,2
1799,1
1800,1
1801,4
1802,5
1803,5
1804,6
1805,4
1806,9
1807,2
1808,9
1809,4
1810,9
1811,4
1812,4
1813,2
1814,9
1815,9
1816,9
1817,4
1818,9
1819,3
1820,9
1821,10
1822,2
1823,9
1824,1
1825,1
1826,1
1827,2
1828,9
1829,5
1830,0
1831,9
1832,8
1833,2
1834,0
1835,1
1836,3
1837,9
1838,6
1839,2
1840,4
1841,2
1842,2
1843,10
1844,5
1845,5
1846,2
1847,2
1848,3
1849,8
1850,2
1851,5
1852,6
1853,4
1854,7
1855,1
1856,6
1857,5
1858,1
1859,6
1860,8
1861,2
1862,4
1863,3
1864,8
1865,2
1866,2
1867,1
1868,1
1869,9
1870,1
1871,8
1872,0
1873,10
1874,4
1875,9
1876,8
1877,3
1878,4
1879,6
1880,3
1881,8
1882,8
1883,2
1884,4
1885,3
1886,9
1887,5
1888,5
1889,4
1890,4
1891,1
1892,1
1893,7
1894,6
1895,0
1896,3
1897,0
1898,6
1899,5
1900,0
1901,3
1902,5
1903,5
1904,8
1905,2
1906,5
1907,5
1908,1
1909,5
1910,10
1911,3
1912,3
1913,2
1914,9
1915,9
1916,5
1917,2
1918,8
1919,3
1920,8
1921,8
1922,10
1923,0
1924,4
1925,5
1926,5
1927,2
1928,8
1929,3
1930,5
1931,8
1932,4
1933,2
1934,6
1935,8
1936,10
1937,0
1938,0
1939,6
1940,4
1941,6
1942,2
1943,9
1944,6
1945,9
1946,4
1947,3
1948,10
1949,5
1950,1
1951,5
1952,10
1953,6
1954,3
1955,2
1956,2
1957,3
1958,9
1959,2
1960,9
1961,10
1962,9
1963,8
1964,2
1965,10
1966,5
1967,2
1968,7
1969,5
1970,7
1971,5
1972,3
1973,9
1974,0
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,2
1984,7
1985,8
1986,2
1987,3
1988,0
1989,8
1990,2
1991,3
1992,5
1993,9
1994,4
1995,10
1996,0
1997,5
1998,8
1999,0
2000,2
2001,5
2002,5
2003,4
2004,4
2005,7
2006,3
2007,9
2008,2
2009,1
2010,1
2011,1
2012,7
2013,6
2014,6
2015,2
2016,7
2017,0
2018,9
2019,8
2020,6
2021,0
2022,4
2023,9
2024,4
2025,2
2026,4
2027,2
2028,4
2029,6
2030,1
2031,8
2032,10
2033,6
2034,0
2035,8
2036,2
2037,6
2038,5
2039,0
2040,1
2041,9
2042,5
2043,6
2044,0
2045,5
2046,8
2047,3
2048,2
2049,9
2050,2
2051,3
2052,7
2053,2
2054,7
2055,0
2056,6
2057,8
2058,2
2059,9
2060,10
2061,4
2062,10
2063,4
2064,10
2065,9
2066,2
2067,10
2068,0
2069,3
2070,1
2071,2
2072,5
2073,9
2074,4
2075,6
2076,8
2077,6
2078,4
2079,7
2080,1
2081,4
2082,5
2083,2
2084,8
2085,5
2086,5
2087,2
2088,7
2089,6
2090,10
2091,1
2092,3
2093,3
2094,5
2095,8
2096,10
2097,5
2098,0
2099,10
2100,2
2101,10
2102,4
2103,5
2104,6
2105,8
2106,3
2107,4
2108,3
2109,5
2110,5
2111,2
2112,9
2113,6
2114,1
2115,8
2116,6
2117,4
2118,10
2119,8
2120,9
2121,5
2122,9
2123,10
2124,2
2125,0
2126,6
2127,4
2128,6
2129,10
2130,6
2131,9
2132,9
2133,10
2134,3
2135,5
2136,8
2137,6
2138,6
2139,1
2140,2
2141,4
2142,6
2143,6
2144,6
2145,4
2146,4
2147,3
2148,4
2149,8
2150,2
2151,9
2152,2
2153,6
2154,1
2155,6
2156,10
2157,3
2158,10
2159,5
2160,3
2161,2
2162,4
2163,3
2164,10
2165,3
2166,1
2167,10
2168,6
2169,3
2170,3
2171,7
2172,9
2173,4
2174,2
2175,3
2176,5
2177,6
2178,6
2179,4
2180,9
2181,5
2182,2
2183,6
2184,9
2185,1
2186,7
2187,3
2188,4
2189,4
2190,6
2191,4
2192,5
2193,2
2194,4
2195,2
2196,9
2197,8
2198,4
2199,4
2200,4
2201,2
2202,4
2203,5
2204,1
2205,10
2206,2
2207,2
2208,2
2209,2
2210,2
2211,8
2212,2
2213,4
2214,2
2215,4
2216,2
2217,4
2218,2
2219,2
2220,0
2221,2
2222,6
2223,1
2224,2
2225,1
2226,2
2227,2
2228,3
2229,9
2230,0
2231,4
2232,2
2233,8
2234,6
2235,6
2236,10
2237,2
2238,2
2239,6
2240,4
2241,1
2242,2
2243,2
2244,9
2245,9
2246,9
2247,2
2248,5
2249,1
2250,2
2251,4
2252,0
2253,6
2254,10
2255,10
2256,1
2257,2
2258,5
2259,2
2260,3
2261,4
2262,4
2263,5
2264,10
2265,2
2266,10
2267,6
2268,1
2269,2
2270,3
2271,9
2272,10
2273,3
2274,8
2275,2
2276,1
2277,8
2278,2
2279,8
2280,0
2281,9
2282,1
2283,3
2284,1
2285,2
2286,2
2287,4
2288,9
2289,8
2290,2
2291,0
2292,10
2293,6
2294,0
2295,9
2296,7
2297,5
2298,2
2299,2
2300,2
2301,9
2302,8
2303,4
2304,2
2305,9
2306,8
2307,3
2308,3
2309,1
2310,5
2311,9
2312,5
2313,3
2314,1
2315,2
2316,2
2317,2
2318,9
2319,9
2320,2
2321,5
2322,5
2323,9
2324,9
2325,2
2326,1
2327,4
2328,1
2329,6
2330,3
2331,4
2332,4
2333,6
2334,4
2335,3
2336,4
2337,2
2338,0
2339,10
2340,10
2341,2
2342,2
2343,9
2344,4
2345,8
2346,8
2347,9
2348,5
2349,3
2350,8
2351,0
2352,6
2353,9
2354,4
2355,6
2356,4
2357,2
2358,1
2359,3
2360,5
2361,7
2362,3
2363,2
2364,3
2365,6
2366,5
2367,3
2368,10
2369,3
2370,2
2371,6
2372,4
2373,7
2374,5
2375,2
2376,1
2377,8
2378,4
2379,2
2380,9
2381,6
2382,6
2383,4
2384,6
2385,4
2386,3
2387,3
2388,3
2389,3
2390,4
2391,10
2392,6
2393,3
2394,2
2395,5
2396,3
2397,2
2398,5
2399,6
2400,1
2401,2
2402,9
2403,2
2404,1
2405,10
2406,9
2407,4
2408,6
2409,3
2410,5
2411,2
2412,8
2413,9
2414,8
2415,2
2416,10
2417,3
2418,2
2419,2
2420,5
2421,0
2422,2
2423,5
2424,9
2425,2
2426,10
2427,3
2428,4
2429,6
2430,1
2431,4
2432,5
2433,4
2434,5
2435,2
2436,5
2437,2
2438,9
2439,9
2440,8
2441,9
2442,8
2443,3
2444,4
2445,0
2446,5
2447,2
2448,4
2449,4
2450,6
2451,8
2452,6
2453,2
2454,4
2455,7
2456,8
2457,10
2458,2
2459,2
2460,10
2461,7
2462,6
2463,2
2464,1
2465,4
2466,9
2467,10
2468,1
2469,1
2470,9
2471,6
2472,6
2473,2
2474,8
2475,0
2476,0
2477,3
2478,8
2479,8
2480,4
2481,2
2482,8
2483,2
2484,2
2485,0
2486,10
2487,0
2488,2
2489,6
2490,4
2491,9
2492,0
2493,4
2494,2
2495,5
2496,9
2497,2
2498,6
2499,8
2500,4
2501,8
2502,6
2503,5
2504,5
2505,2
2506,6
2507,8
2508,0
2509,10
2510,10
2511,4
2512,3
2513,9
2514,9
2515,4
2516,8
2517,5
2518,0
2519,2
2520,8
2521,8
2522,8
2523,4
2524,9
2525,8
2526,9
2527,5
2528,0
2529,8
2530,9
2531,9
2532,5
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,3
2540,3
2541,9
2542,1
2543,5
2544,3
2545,1
2546,10
2547,8
2548,9
2549,10
2550,10
2551,0
2552,2
2553,5
2554,0
2555,8
2556,2
2557,8
2558,2
2559,4
2560,2
2561,2
2562,7
2563,8
2564,9
2565,8
2566,3
2567,5
2568,5
2569,5
2570,9
2571,3
2572,3
2573,5
2574,9
2575,3
2576,5
2577,2
2578,9
2579,1
2580,8
2581,3
2582,9
2583,9
2584,6
2585,0
2586,9
2587,4
2588,1
2589,4
2590,4
2591,4
2592,2
2593,5
2594,8
2595,10
2596,2
2597,1
2598,6
2599,3
2600,10
2601,7
2602,2
2603,4
2604,3
2605,9
2606,8
2607,6
2608,5
2609,10
2610,4
2611,2
2612,3
2613,4
2614,5
2615,5
2616,2
2617,6
2618,2
2619,3
2620,3
2621,6
2622,10
2623,2
2624,1
2625,9
2626,9
2627,9
2628,4
2629,1
2630,2
2631,2
2632,8
2633,4
2634,2
2635,6
2636,9
2637,7
2638,6
2639,1
2640,2
2641,5
2642,8
2643,10
2644,10
2645,6
2646,5
2647,5
2648,9
2649,3
2650,4
2651,0
2652,0
2653,1
2654,10
2655,10
2656,2
2657,8
2658,5
2659,9
2660,9
2661,7
2662,6
2663,3
2664,4
2665,2
2666,2
2667,10
2668,9
2669,4
2670,9
2671,2
2672,6
2673,2
2674,6
2675,5
2676,9
2677,7
2678,4
2679,0
2680,0
2681,5
2682,10
2683,8
2684,9
2685,6
2686,7
2687,2
2688,5
2689,4
2690,9
2691,5
2692,2
2693,2
2694,3
2695,9
2696,9
2697,2
2698,4
2699,10
2700,6
2701,2
2702,5
2703,9
2704,10
2705,9
2706,3
2707,9
2708,3
2709,5
2710,9
2711,6
2712,3
2713,9
2714,3
2715,10
2716,8
2717,4
2718,0
2719,1
2720,9
2721,10
2722,8
2723,7
2724,4
2725,9
2726,0
2727,2
2728,3
2729,4
2730,6
2731,4
2732,4
2733,2
2734,9
2735,9
2736,2
2737,10
2738,9
2739,2
2740,0
2741,0
2742,9
2743,5
2744,6
2745,1
2746,8
2747,2
2748,10
2749,2
2750,8
2751,4
2752,9
2753,3
2754,5
2755,0
2756,5
2757,5
2758,2
2759,10
2760,1
2761,4
2762,4
2763,3
2764,4
2765,4
2766,6
2767,4
2768,10
2769,9
2770,6
2771,2
2772,6
2773,1
2774,3
2775,4
2776,5
2777,6
2778,1
2779,5
2780,5
2781,3
2782,9
2783,5
2784,8
2785,9
2786,1
2787,9
2788,6
2789,5
2790,9
2791,4
2792,4
2793,8
2794,1
2795,8
2796,4
2797,1
2798,8
2799,9
2800,6
2801,10
2802,9
2803,3
2804,4
2805,7
2806,10
2807,8
2808,5
2809,9
2810,9
2811,2
2812,8
2813,8
2814,2
2815,8
2816,2
2817,3
2818,4
2819,2
2820,5
2821,5
2822,9
2823,5
2824,9
2825,4
2826,2
2827,4
2828,2
2829,8
2830,5
2831,9
2832,0
2833,5
2834,2
2835,2
2836,10
2837,4
2838,4
2839,5
2840,4
2841,6
2842,1
2843,4
2844,9
2845,8
2846,3
2847,1
2848,5
2849,5
2850,1
2851,0
2852,4
2853,2
2854,7
2855,6
2856,10
2857,10
2858,8
2859,4
2860,1
2861,9
2862,1
2863,4
2864,9
2865,5
2866,10
2867,9
2868,6
2869,5
2870,0
2871,8
2872,3
2873,10
2874,9
2875,3
2876,10
2877,9
2878,0
2879,4
2880,1
2881,2
2882,6
2883,8
2884,4
2885,9
2886,3
2887,2
2888,10
2889,6
2890,3
2891,8
2892,8
2893,3
2894,8
2895,2
2896,9
2897,8
2898,9
2899,1
2900,9
2901,6
2902,10
2903,3
2904,4
2905,9
2906,4
2907,10
2908,2
2909,3
2910,8
2911,0
2912,4
2913,5
2914,9
2915,8
2916,5
2917,2
2918,10
2919,5
2920,2
2921,3
2922,5
2923,1
2924,1
2925,8
2926,2
2927,4
2928,4
2929,9
2930,4
2931,0
2932,10
2933,9
2934,9
2935,8
2936,6
2937,4
2938,0
2939,8
2940,1
2941,4
2942,2
2943,2
2944,5
2945,3
2946,9
2947,3
2948,4
2949,10
2950,3
2951,2
2952,0
2953,6
2954,6
2955,0
2956,8
2957,10
2958,3
2959,8
2960,4
2961,4
2962,9
2963,6
2964,4
2965,3
2966,0
2967,9
2968,9
2969,2
2970,10
2971,4
2972,9
2973,4
2974,5
2975,4
2976,2
2977,4
2978,10
2979,4
2980,8
2981,4
2982,6
2983,2
2984,7
2985,9
2986,3
2987,2
2988,7
2989,9
2990,8
2991,5
2992,5
2993,7
2994,9
2995,9
2996,1
