Id,Category
1261,1
1262,0
1263,3
1264,4
1265,1
1266,5
1267,10
1268,8
1269,8
1270,2
1271,2
1272,6
1273,4
1274,1
1275,1
1276,5
1277,0
1278,10
1279,1
1280,1
1281,2
1282,9
1283,5
1284,0
1285,4
1286,9
1287,9
1288,10
1289,10
1290,8
1291,8
1292,5
1293,5
1294,4
1295,5
1296,2
1297,4
1298,9
1299,2
1300,9
1301,6
1302,5
1303,1
1304,2
1305,1
1306,2
1307,1
1308,1
1309,0
1310,0
1311,3
1312,9
1313,9
1314,2
1315,3
1316,4
1317,10
1318,5
1319,10
1320,2
1321,0
1322,3
1323,9
1324,4
1325,2
1326,6
1327,4
1328,4
1329,8
1330,10
1331,4
1332,3
1333,10
1334,5
1335,4
1336,10
1337,8
1338,4
1339,1
1340,5
1341,3
1342,4
1343,8
1344,9
1345,7
1346,3
1347,0
1348,2
1349,1
1350,3
1351,5
1352,1
1353,1
1354,8
1355,7
1356,5
1357,6
1358,2
1359,9
1360,7
1361,4
1362,5
1363,2
1364,10
1365,7
1366,6
1367,8
1368,5
1369,9
1370,8
1371,9
1372,2
1373,2
1374,9
1375,4
1376,10
1377,8
1378,8
1379,2
1380,4
1381,3
1382,8
1383,3
1384,5
1385,4
1386,2
1387,8
1388,9
1389,8
1390,2
1391,0
1392,2
1393,5
1394,2
1395,2
1396,10
1397,2
1398,8
1399,9
1400,8
1401,9
1402,9
1403,5
1404,9
1405,4
1406,10
1407,7
1408,5
1409,2
1410,10
1411,4
1412,6
1413,8
1414,1
1415,2
1416,10
1417,0
1418,3
1419,4
1420,10
1421,7
1422,3
1423,1
1424,10
1425,2
1426,0
1427,0
1428,2
1429,4
1430,9
1431,7
1432,8
1433,5
1434,8
1435,2
1436,5
1437,3
1438,5
1439,5
1440,6
1441,3
1442,0
1443,8
1444,10
1445,8
1446,2
1447,10
1448,4
1449,0
1450,3
1451,4
1452,8
1453,9
1454,0
1455,1
1456,9
1457,6
1458,4
1459,4
1460,2
1461,5
1462,8
1463,2
1464,9
1465,5
1466,8
1467,9
1468,1
1469,4
1470,2
1471,1
1472,2
1473,2
1474,7
1475,4
1476,9
1477,4
1478,8
1479,6
1480,9
1481,5
1482,9
1483,0
1484,4
1485,8
1486,4
1487,3
1488,8
1489,6
1490,2
1491,3
1492,8
1493,3
1494,10
1495,9
1496,9
1497,8
1498,4
1499,10
1500,10
1501,6
1502,8
1503,4
1504,9
1505,4
1506,6
1507,7
1508,8
1509,4
1510,3
1511,10
1512,9
1513,0
1514,5
1515,9
1516,10
1517,5
1518,2
1519,2
1520,2
1521,2
1522,3
1523,4
1524,4
1525,5
1526,8
1527,0
1528,0
1529,4
1530,10
1531,2
1532,0
1533,4
1534,0
1535,1
1536,8
1537,2
1538,0
1539,4
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,2
1548,10
1549,4
1550,2
1551,8
1552,6
1553,9
1554,5
1555,4
1556,2
1557,5
1558,7
1559,9
1560,3
1561,8
1562,3
1563,4
1564,7
1565,6
1566,9
1567,1
1568,8
1569,0
1570,3
1571,5
1572,10
1573,2
1574,10
1575,4
1576,9
1577,9
1578,2
1579,7
1580,9
1581,6
1582,2
1583,4
1584,10
1585,9
1586,4
1587,5
1588,4
1589,4
1590,2
1591,10
1592,4
1593,10
1594,0
1595,0
1596,10
1597,7
1598,2
1599,10
1600,9
1601,4
1602,4
1603,1
1604,8
1605,8
1606,3
1607,4
1608,3
1609,7
1610,4
1611,0
1612,9
1613,1
1614,6
1615,6
1616,4
1617,2
1618,3
1619,1
1620,4
1621,0
1622,2
1623,8
1624,2
1625,2
1626,3
1627,2
1628,9
1629,1
1630,5
1631,1
1632,5
1633,3
1634,2
1635,2
1636,8
1637,3
1638,5
1639,1
1640,5
1641,0
1642,5
1643,4
1644,4
1645,2
1646,1
1647,8
1648,0
1649,8
1650,7
1651,10
1652,10
1653,3
1654,9
1655,3
1656,1
1657,3
1658,5
1659,4
1660,2
1661,4
1662,1
1663,5
1664,5
1665,6
1666,10
1667,8
1668,3
1669,4
1670,9
1671,9
1672,6
1673,8
1674,9
1675,4
1676,2
1677,4
1678,5
1679,3
1680,10
1681,2
1682,4
1683,3
1684,5
1685,5
1686,8
1687,3
1688,8
1689,10
1690,5
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,2
1698,9
1699,5
1700,0
1701,1
1702,5
1703,0
1704,2
1705,8
1706,7
1707,10
1708,3
1709,6
1710,3
1711,10
1712,5
1713,4
1714,2
1715,9
1716,3
1717,5
1718,9
1719,5
1720,1
1721,0
1722,4
1723,2
1724,1
1725,9
1726,0
1727,8
1728,2
1729,3
1730,8
1731,8
1732,9
1733,2
1734,0
1735,0
1736,2
1737,6
1738,0
1739,8
1740,5
1741,0
1742,9
1743,2
1744,3
1745,0
1746,3
1747,4
1748,9
1749,9
1750,3
1751,4
1752,3
1753,3
1754,3
1755,5
1756,3
1757,6
1758,5
1759,9
1760,2
1761,4
1762,9
1763,6
1764,1
1765,9
1766,3
1767,5
1768,4
1769,5
1770,5
1771,8
1772,10
1773,10
1774,3
1775,5
1776,10
1777,9
1778,3
1779,0
1780,4
1781,8
1782,2
1783,2
1784,9
1785,6
1786,4
1787,8
1788,1
1789,9
1790,8
1791,1
1792,2
1793,1
1794,4
1795,1
1796,5
1797,8
1798,8
1799,1
1800,1
1801,4
1802,5
1803,2
1804,6
1805,4
1806,9
1807,5
1808,9
1809,4
1810,7
1811,4
1812,5
1813,2
1814,10
1815,8
1816,5
1817,4
1818,2
1819,10
1820,9
1821,10
1822,9
1823,0
1824,9
1825,1
1826,8
1827,9
1828,9
1829,5
1830,0
1831,4
1832,0
1833,2
1834,0
1835,1
1836,3
1837,9
1838,8
1839,8
1840,4
1841,2
1842,2
1843,8
1844,5
1845,5
1846,5
1847,9
1848,3
1849,8
1850,2
1851,5
1852,8
1853,4
1854,7
1855,1
1856,6
1857,4
1858,1
1859,6
1860,10
1861,2
1862,4
1863,3
1864,8
1865,4
1866,2
1867,2
1868,1
1869,4
1870,1
1871,5
1872,2
1873,10
1874,4
1875,9
1876,8
1877,6
1878,4
1879,6
1880,3
1881,8
1882,2
1883,2
1884,4
1885,3
1886,9
1887,8
1888,5
1889,3
1890,4
1891,1
1892,1
1893,7
1894,0
1895,0
1896,3
1897,5
1898,2
1899,5
1900,0
1901,3
1902,3
1903,6
1904,8
1905,0
1906,4
1907,5
1908,1
1909,7
1910,10
1911,8
1912,3
1913,2
1914,4
1915,9
1916,5
1917,2
1918,8
1919,3
1920,8
1921,5
1922,10
1923,0
1924,4
1925,5
1926,10
1927,2
1928,8
1929,3
1930,5
1931,8
1932,4
1933,2
1934,6
1935,8
1936,10
1937,0
1938,0
1939,3
1940,4
1941,4
1942,4
1943,4
1944,6
1945,9
1946,4
1947,7
1948,10
1949,5
1950,1
1951,2
1952,10
1953,6
1954,8
1955,2
1956,2
1957,3
1958,4
1959,2
1960,9
1961,10
1962,3
1963,7
1964,8
1965,10
1966,5
1967,8
1968,7
1969,5
1970,7
1971,5
1972,3
1973,9
1974,7
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,1
1984,9
1985,8
1986,4
1987,3
1988,8
1989,8
1990,2
1991,1
1992,10
1993,9
1994,7
1995,8
1996,1
1997,3
1998,5
1999,7
2000,5
2001,5
2002,5
2003,4
2004,4
2005,6
2006,3
2007,9
2008,9
2009,3
2010,1
2011,1
2012,7
2013,6
2014,6
2015,2
2016,7
2017,1
2018,9
2019,8
2020,6
2021,6
2022,0
2023,9
2024,0
2025,2
2026,4
2027,3
2028,4
2029,6
2030,9
2031,8
2032,10
2033,0
2034,0
2035,8
2036,5
2037,6
2038,5
2039,10
2040,3
2041,4
2042,5
2043,7
2044,0
2045,0
2046,8
2047,3
2048,2
2049,9
2050,2
2051,3
2052,7
2053,2
2054,4
2055,0
2056,0
2057,9
2058,2
2059,9
2060,4
2061,2
2062,10
2063,4
2064,10
2065,9
2066,2
2067,4
2068,4
2069,3
2070,10
2071,1
2072,5
2073,2
2074,0
2075,9
2076,8
2077,6
2078,4
2079,6
2080,1
2081,4
2082,9
2083,9
2084,3
2085,5
2086,5
2087,2
2088,7
2089,6
2090,10
2091,1
2092,0
2093,3
2094,5
2095,8
2096,0
2097,5
2098,7
2099,10
2100,2
2101,5
2102,0
2103,5
2104,2
2105,8
2106,10
2107,3
2108,3
2109,5
2110,0
2111,8
2112,9
2113,7
2114,1
2115,8
2116,4
2117,4
2118,10
2119,8
2120,9
2121,2
2122,9
2123,10
2124,2
2125,0
2126,2
2127,4
2128,7
2129,10
2130,6
2131,2
2132,9
2133,10
2134,1
2135,5
2136,8
2137,6
2138,6
2139,1
2140,9
2141,2
2142,4
2143,7
2144,6
2145,4
2146,4
2147,2
2148,4
2149,8
2150,2
2151,9
2152,8
2153,6
2154,4
2155,4
2156,10
2157,1
2158,5
2159,6
2160,3
2161,0
2162,4
2163,3
2164,10
2165,0
2166,2
2167,10
2168,6
2169,2
2170,8
2171,7
2172,9
2173,4
2174,2
2175,3
2176,5
2177,6
2178,6
2179,4
2180,3
2181,5
2182,9
2183,6
2184,9
2185,1
2186,7
2187,3
2188,4
2189,4
2190,10
2191,7
2192,5
2193,2
2194,1
2195,2
2196,9
2197,8
2198,4
2199,9
2200,3
2201,2
2202,3
2203,5
2204,4
2205,9
2206,4
2207,0
2208,2
2209,2
2210,2
2211,8
2212,4
2213,4
2214,2
2215,4
2216,10
2217,6
2218,2
2219,6
2220,2
2221,4
2222,6
2223,1
2224,2
2225,1
2226,2
2227,2
2228,3
2229,9
2230,0
2231,9
2232,6
2233,8
2234,6
2235,6
2236,10
2237,2
2238,4
2239,7
2240,10
2241,0
2242,2
2243,2
2244,9
2245,9
2246,9
2247,2
2248,2
2249,8
2250,2
2251,2
2252,0
2253,6
2254,2
2255,10
2256,1
2257,1
2258,0
2259,6
2260,1
2261,5
2262,3
2263,4
2264,10
2265,4
2266,8
2267,6
2268,0
2269,2
2270,8
2271,9
2272,8
2273,6
2274,8
2275,1
2276,2
2277,8
2278,8
2279,8
2280,0
2281,1
2282,3
2283,3
2284,4
2285,2
2286,2
2287,5
2288,9
2289,8
2290,2
2291,0
2292,10
2293,9
2294,0
2295,9
2296,7
2297,5
2298,2
2299,2
2300,4
2301,9
2302,8
2303,6
2304,1
2305,8
2306,8
2307,2
2308,10
2309,1
2310,5
2311,5
2312,5
2313,1
2314,2
2315,2
2316,2
2317,2
2318,9
2319,9
2320,2
2321,5
2322,8
2323,10
2324,9
2325,10
2326,2
2327,0
2328,5
2329,6
2330,2
2331,2
2332,4
2333,6
2334,4
2335,6
2336,4
2337,2
2338,0
2339,10
2340,10
2341,6
2342,2
2343,9
2344,5
2345,8
2346,8
2347,1
2348,5
2349,3
2350,8
2351,2
2352,6
2353,7
2354,4
2355,1
2356,4
2357,6
2358,2
2359,6
2360,8
2361,7
2362,3
2363,2
2364,3
2365,6
2366,5
2367,10
2368,10
2369,3
2370,2
2371,6
2372,4
2373,8
2374,5
2375,2
2376,2
2377,8
2378,3
2379,5
2380,9
2381,2
2382,7
2383,4
2384,10
2385,4
2386,5
2387,9
2388,3
2389,3
2390,4
2391,8
2392,4
2393,3
2394,2
2395,5
2396,6
2397,2
2398,5
2399,7
2400,5
2401,2
2402,9
2403,2
2404,1
2405,10
2406,6
2407,4
2408,6
2409,3
2410,5
2411,2
2412,8
2413,9
2414,8
2415,2
2416,8
2417,3
2418,2
2419,2
2420,5
2421,5
2422,9
2423,5
2424,9
2425,2
2426,10
2427,0
2428,4
2429,6
2430,4
2431,4
2432,8
2433,4
2434,5
2435,8
2436,4
2437,4
2438,9
2439,9
2440,8
2441,9
2442,8
2443,4
2444,4
2445,1
2446,5
2447,2
2448,0
2449,4
2450,6
2451,8
2452,6
2453,10
2454,4
2455,7
2456,8
2457,10
2458,8
2459,2
2460,10
2461,0
2462,10
2463,2
2464,9
2465,3
2466,9
2467,8
2468,1
2469,1
2470,9
2471,10
2472,4
2473,2
2474,8
2475,1
2476,0
2477,5
2478,8
2479,8
2480,9
2481,2
2482,8
2483,2
2484,10
2485,0
2486,10
2487,1
2488,1
2489,6
2490,4
2491,9
2492,0
2493,5
2494,8
2495,5
2496,9
2497,2
2498,7
2499,2
2500,3
2501,8
2502,6
2503,5
2504,8
2505,9
2506,1
2507,8
2508,9
2509,2
2510,10
2511,9
2512,3
2513,4
2514,9
2515,4
2516,4
2517,5
2518,0
2519,2
2520,8
2521,8
2522,8
2523,4
2524,9
2525,2
2526,9
2527,5
2528,5
2529,8
2530,2
2531,4
2532,9
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,5
2540,3
2541,9
2542,9
2543,2
2544,3
2545,9
2546,4
2547,2
2548,9
2549,10
2550,10
2551,9
2552,2
2553,2
2554,8
2555,8
2556,2
2557,8
2558,8
2559,4
2560,5
2561,4
2562,7
2563,8
2564,9
2565,8
2566,1
2567,2
2568,5
2569,2
2570,9
2571,10
2572,4
2573,5
2574,9
2575,6
2576,5
2577,1
2578,10
2579,2
2580,8
2581,3
2582,9
2583,9
2584,6
2585,0
2586,9
2587,4
2588,1
2589,1
2590,4
2591,5
2592,2
2593,5
2594,0
2595,10
2596,8
2597,2
2598,0
2599,0
2600,10
2601,6
2602,1
2603,4
2604,1
2605,9
2606,8
2607,6
2608,5
2609,10
2610,4
2611,4
2612,0
2613,5
2614,5
2615,5
2616,1
2617,6
2618,6
2619,3
2620,6
2621,6
2622,2
2623,9
2624,1
2625,9
2626,9
2627,9
2628,6
2629,1
2630,9
2631,2
2632,0
2633,2
2634,2
2635,7
2636,9
2637,7
2638,5
2639,4
2640,2
2641,5
2642,8
2643,4
2644,8
2645,6
2646,2
2647,2
2648,9
2649,3
2650,4
2651,0
2652,7
2653,1
2654,3
2655,3
2656,8
2657,8
2658,1
2659,9
2660,9
2661,7
2662,6
2663,6
2664,4
2665,4
2666,5
2667,10
2668,9
2669,7
2670,9
2671,2
2672,6
2673,2
2674,2
2675,5
2676,9
2677,7
2678,4
2679,0
2680,0
2681,0
2682,10
2683,2
2684,4
2685,7
2686,7
2687,2
2688,5
2689,0
2690,9
2691,5
2692,4
2693,2
2694,3
2695,9
2696,2
2697,2
2698,4
2699,10
2700,6
2701,2
2702,5
2703,9
2704,10
2705,9
2706,3
2707,9
2708,3
2709,5
2710,9
2711,4
2712,3
2713,8
2714,10
2715,2
2716,2
2717,7
2718,3
2719,2
2720,9
2721,10
2722,5
2723,7
2724,4
2725,0
2726,6
2727,2
2728,3
2729,8
2730,2
2731,4
2732,4
2733,2
2734,9
2735,9
2736,1
2737,10
2738,9
2739,2
2740,0
2741,0
2742,9
2743,5
2744,6
2745,1
2746,8
2747,4
2748,10
2749,2
2750,8
2751,4
2752,5
2753,0
2754,5
2755,0
2756,5
2757,5
2758,5
2759,10
2760,9
2761,0
2762,4
2763,3
2764,4
2765,5
2766,6
2767,4
2768,10
2769,4
2770,7
2771,6
2772,4
2773,8
2774,3
2775,4
2776,5
2777,6
2778,1
2779,5
2780,5
2781,3
2782,9
2783,5
2784,0
2785,4
2786,2
2787,9
2788,7
2789,8
2790,3
2791,7
2792,9
2793,8
2794,8
2795,8
2796,5
2797,9
2798,8
2799,9
2800,6
2801,0
2802,3
2803,3
2804,0
2805,7
2806,10
2807,8
2808,5
2809,1
2810,9
2811,2
2812,8
2813,8
2814,2
2815,8
2816,9
2817,7
2818,4
2819,2
2820,5
2821,5
2822,1
2823,10
2824,9
2825,5
2826,2
2827,4
2828,1
2829,2
2830,5
2831,9
2832,0
2833,0
2834,10
2835,2
2836,10
2837,4
2838,5
2839,5
2840,4
2841,4
2842,0
2843,3
2844,9
2845,8
2846,0
2847,2
2848,5
2849,5
2850,3
2851,0
2852,3
2853,2
2854,7
2855,4
2856,10
2857,10
2858,8
2859,4
2860,9
2861,9
2862,1
2863,4
2864,9
2865,5
2866,10
2867,2
2868,6
2869,5
2870,5
2871,8
2872,5
2873,2
2874,1
2875,3
2876,8
2877,9
2878,2
2879,4
2880,1
2881,9
2882,6
2883,8
2884,0
2885,9
2886,2
2887,3
2888,10
2889,9
2890,9
2891,8
2892,8
2893,3
2894,2
2895,2
2896,9
2897,8
2898,9
2899,2
2900,1
2901,3
2902,10
2903,3
2904,5
2905,1
2906,4
2907,10
2908,3
2909,0
2910,3
2911,8
2912,4
2913,5
2914,9
2915,8
2916,2
2917,7
2918,8
2919,0
2920,2
2921,3
2922,5
2923,9
2924,3
2925,8
2926,1
2927,4
2928,4
2929,9
2930,7
2931,0
2932,10
2933,9
2934,9
2935,8
2936,6
2937,4
2938,0
2939,8
2940,1
2941,4
2942,5
2943,1
2944,5
2945,7
2946,9
2947,0
2948,4
2949,9
2950,3
2951,1
2952,4
2953,6
2954,2
2955,4
2956,8
2957,10
2958,0
2959,2
2960,4
2961,4
2962,9
2963,6
2964,0
2965,6
2966,0
2967,4
2968,2
2969,2
2970,8
2971,9
2972,9
2973,4
2974,5
2975,4
2976,5
2977,4
2978,10
2979,4
2980,8
2981,4
2982,2
2983,2
2984,7
2985,9
2986,3
2987,6
2988,7
2989,9
2990,10
2991,5
2992,5
2993,9
2994,9
2995,9
2996,4
